NOME,PARTIDO,CARGO,ESTADO,CRIME
DELEGADO EDER MAURO,PSD,Deputado,PA,Ação penal nº 967/2016 - STF
DELEGADO EDER MAURO,PSD,Deputado,PA,Inquérito nº 4191/2015 - STF
EDMILSON RODRIGUES,PSOL,Deputado,PA,Ação civil de improbidade administrativa nº 0011179-85.2009.4.01.3900 - TRF
EDMILSON RODRIGUES,PSOL,Deputado,PA,Ação civil de improbidade administrativa nº 0017910-63.2010.4.01.3900 - TRF
EDMILSON RODRIGUES,PSOL,Deputado,PA,Ação civil de improbidade administrativa nº 0022881-57.2011.4.01.3900 - TRF
EDMILSON RODRIGUES,PSOL,Deputado,PA,Ação civil de improbidade administrativa nº 0025936-50.2010.4.01.3900 - TRF
EDMILSON RODRIGUES,PSOL,Deputado,PA,Ação civil de improbidade administrativa nº 0261300-26.2016.8.14.0301 - TJ
HÉLIO LEITE,DEM,Deputado,PA,Ação civil de improbidade administrativa nº 0004887-33.2013.4.01.3904 - TRF1
JOSUÉ BENGTSON,PTB,Deputado,PA,Ação civil nº 3733-02.2007.4.01.3900 - TRF
SIMONE MORGADO,PMDB,Deputado,PA,Ação civil pública nº 0032374-92.2011.8.14.0301 - TJ
AGUINALDO RIBEIRO,PP,Deputado,PB,Inquérito nº 3989/2015 - STF
AGUINALDO RIBEIRO,PP,Deputado,PB,Inquérito nº 3146/2011 - STF
BENJAMIN MARANHÃO,SD,Deputado,PB,Ação penal nº 676/2012 - STF
BENJAMIN MARANHÃO,SD,Deputado,PB,Recurso ordinário nº 1089/2006 - TSE
RÔMULO GOUVEIA,PSD,Deputado,PB,Ação penal nº 952/2015 - STF
RÔMULO GOUVEIA,PSD,Deputado,PB,Ação civil pública nº 0013283-59.2013.815.2001 - TJ
RÔMULO GOUVEIA,PSD,Deputado,PB,Recurso especial eleitoral nº 76494/2011 - TSE
WELLINGTON ROBERTO,PR,Deputado,PB,Ação civil pública nº 0014613-88.2013.4.01.3400 - TRF
ADALBERTO CAVALCANTI,PTB,Deputado,PE,Ação civil pública nº 0000323-39.2010.8.17.0120 - TJ
ADALBERTO CAVALCANTI,PTB,Deputado,PE,Ação penal nº 976/2016 - STF
BRUNO ARAÚJO,PSDB,Deputado,PE,Inquérito nº 4.391 - STF
DANIEL COELHO,PSDB,Deputado,PE,Ação civil pública nº 0003357-49.2014.8.17.0001 - TJ
EDUARDO DA FONTE,PP,Deputado,PE,Inquérito nº 3989/2015 - STF
EDUARDO DA FONTE,PP,Deputado,PE,Inquérito nº 3998/2015 - STF
EDUARDO DA FONTE,PP,Deputado,PE,Inquérito nº 4118/2015 - STF
JOAO FERNANDO COUTINHO,PSB,Deputado,PE,Ação civil pública nº 0003473-41.2016.8.17.2990 - TJ
KAIO MANIÇOBA,PHS,Deputado,PE,Inquérito nº 4105/2015 - STF
LUCIANA SANTOS,PC do B,Deputado,PE,Inquérito nº 3613/2013 - STF
LUCIANA SANTOS,PC do B,Deputado,PE,Ação civil pública nº 0000685-21.2008.8.17.0990 - TJ
MARINALDO ROSENDO,PSB,Deputado,PE,Inquérito nº 4262/2016 - STF
MARINALDO ROSENDO,PSB,Deputado,PE,Inquérito nº 4288/2016 - STF
MARINALDO ROSENDO,PSB,Deputado,PE,Inquérito nº 4289/2016 - STF
RICARDO TEOBALDO,PTB,Deputado,PE,Inquérito nº 4251/2016 - STF
RICARDO TEOBALDO,PTB,Deputado,PE,Ação civil pública nº 0000818-35.2015.8.17.0920 - TJ
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4257/2016 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4236/2016 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4044/2015 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4083/2015 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4094/2015 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4095/2015 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4082/2015 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Inquérito nº 4240/2016 - STF
ZECA CAVALCANTI,PTB,Deputado,PE,Ação civil pública nº 0004969-10.2015.8.17.0220 - TJ
ASSIS CARVALHO,PT,Deputado,PI,Ação civil de improbidade administrativa nº 3125-58.2008.4.01.4000 - TRF
ASSIS CARVALHO,PT,Deputado,PI,Inquérito nº 4238/2016 - STF
ASSIS CARVALHO,PT,Deputado,PI,Inquérito nº 3103/2011 - STF
ASSIS CARVALHO,PT,Deputado,PI,Inquérito nº 3175/2011 - STF
ATILA LIRA,PSB,Deputado,PI,Ação civil de improbidade administrativa nº 0019533-56.2010.4.01.4000 - TRF
ATILA LIRA,PSB,Deputado,PI,Ação civil de improbidade administrativa nº 0009618-70.2016.4.01.4000 - TRF
IRACEMA PORTELLA,PP,Deputado,PI,Inquérito nº 3910/2014 - STF
IRACEMA PORTELLA,PP,Deputado,PI,Ação civil pública nº 0005703-81.2014.4.01.4000 - TRF
JÚLIO CÉSAR,PSD,Deputado,PI,Processos nº 0277494-58-2006.3.00.0000 - STJ
JÚLIO CÉSAR,PSD,Deputado,PI,Ação civil pública nº 0038287-47.2003.4.01.3400 - TRF
ALEX CANZIANI,PTB,Deputado,PR,Ação civil pública nº 0015575-20.2002.8.16.0014 - TJ
ALFREDO KAEFER,PSDB,Deputado,PR,Ação penal nº 892/2014 - STF
ALFREDO KAEFER,PSDB,Deputado,PR,Inquérito nº 4304/2016 - STF
ALFREDO KAEFER,PSDB,Deputado,PR,Inquérito nº 4298/2016 - STF
DILCEU SPERAFICO,PP,Deputado,PR,Inquérito nº 3989/2015 - STF
EDMAR ARRUDA,PSC,Deputado,PR,Ação civil pública nº 0000039-81.2006.8.16.0190 - TJ
ENIO VERRI,PT,Deputado,PR,Ação civil pública nº 0001828-91.2002.8.16.0017- - TJ
JOAO ARRUDA,PMDB,Deputado,PR,Processos nº 2399573/2009 - TJ
LUCIANO DUCCI,PSB,Deputado,PR,Processos nº 0002888-83.2011.8.16.0179 - TJ
LUIZ NISHIMORI,PR,Deputado,PR,Inquérito nº 3508/2012 - STF
NELSON MEURER,PP,Deputado,PR,Inquérito nº 3997/2015 - STF
NELSON MEURER,PP,Deputado,PR,Inquérito nº 3989/2015 - STF
RUBENS BUENO,PPS,Deputado,PR,Ação civil de improbidade administrativa nº 0003551-90.2015.8.16.0179- - TJ
SERGIO SOUZA,PMDB,Deputado,PR,Ação civil pública nº 0021562-97.2013.8.16.0031 - TJ
TONINHO WANDSCHEER,PT,Deputado,PR,Ação civil pública nº 0031183-74.2009.404.7000 - TRF
ZECA DIRCEU,PT,Deputado,PR,Processos nº 2005.34.00.032406-4 - TRF
ZECA DIRCEU,PT,Deputado,PR,Inquérito nº 4445/2017 - STF
ALEXANDRE SERFIOTIS,PSD,Deputado,RJ,Ação civil de improbidade administrativa nº 0002668-95.2015.8.19.0071 - TJ
ALEXANDRE VALLE,PRP,Deputado,RJ,Ação civil pública nº 0008594-04.2015.8.19.0024 - TJ
ALTINEU CORTES,PR,Deputado,RJ,Ação civil de improbidade administrativa nº 0259225-13.2010.8.19.0001 - TJ
BENEDITA DA SILVA,PT,Deputado,RJ,Ação civil de improbidade administrativa nº 0077777-34.2015.8.19.0001 - TJ
CABO DACIOLO,PSOL,Deputado,RJ,Ação penal nº 927/2015 - STF
CABO DACIOLO,PSOL,Deputado,RJ,Ação penal nº 0370596-64.2013.8.05.0001 - TJ
CELSO PANSERA,PMDB,Deputado,RJ,Ação civil pública nº 0020570-51.2015.8.19.0042 - TJ
EZEQUIEL TEIXEIRA,SD,Deputado,RJ,Ação civil de improbidade administrativa nº 0058763-30.2016.8.19.0001 - TJ
FERNANDO JORDÃO,PMDB,Deputado,RJ,Ação penal nº 862/2013 - STF
HUGO LEAL,PROS,Deputado,RJ,Ação civil de improbidade administrativa nº 0151342-94.2016.8.19.0001 - TJ
HUGO LEAL,PROS,Deputado,RJ,Ação civil pública nº 0047886-36.2013.8.19.0001 - TJ
HUGO LEAL,PROS,Deputado,RJ,Ação civil pública nº 0031251-14.2012.8.19.0001 - TJ
JÚLIO LOPES,PP,Deputado,RJ,Inquérito nº 3414/2012 - STF
JÚLIO LOPES,PP,Deputado,RJ,Inquérito nº 4.451/2017 - STF
LUIZ SÉRGIO,PT,Deputado,RJ,Ação civil pública nº 0126615-84.2015.4.02.5119 - TRF
MARCELO MATOS,PDT,Deputado,RJ,Inquérito nº 3082/2011 - STF
PAULO FEIJÓ,PR,Deputado,RJ,Processos nº 0000809-91.2009.4.02.5105 - TRF
PAULO FEIJÓ,PR,Deputado,RJ,Ação penal nº 694/2012 - STF
PEDRO PAULO,PMDB,Deputado,RJ,Inquérito nº 4435/2017 - STF
RODRIGO MAIA,DEM,Deputado,RJ,Prestação de contas nº 91997.2011.600.0000 - TSE
SIMÃO SESSIM,PP,Deputado,RJ,Inquérito nº 3989/2015 - STF
WASHINGTON REIS,PMDB,Deputado,RJ,Ação penal nº 618/2011 - STF
WASHINGTON REIS,PMDB,Deputado,RJ,Inquérito nº 4205/2016 - STF
WASHINGTON REIS,PMDB,Deputado,RJ,Inquérito nº 3762/2013 - STF
FABIO FARIA,PSD,Deputado,RN,Inquérito nº 4452/2017 - STF
FELIPE MAIA,DEM,Deputado,RN,Inquérito nº 4399/2017 - STF
ROGERIO MARINHO,PSDB,Deputado,RN,Inquérito nº 3386/2011
ROGERIO MARINHO,PSDB,Deputado,RN,Inquérito nº 3026/2010
LINDOMAR GARÇON,PMDB,Deputado,RO,Ação civil pública nº 0000891-60.2009.4.01.4100 - TRF
LUCIO MOSQUINI,PMDB,Deputado,RO,Inquérito nº 4006/2015 - STF
LUIZ CLAUDIO,PR,Deputado,RO,Inquérito nº 4057/2015 - STF
LUIZ CLAUDIO,PR,Deputado,RO,Ação cautelar nº 3827/2015
MARINHA RAUPP,PMDB,Deputado,RO,Ação civil pública nº 0100597-25.1999.8.22.0001 - TJ
NILTON CAPIXABA,PTB,Deputado,RO,Ação penal nº 644/2011 - STF
NILTON CAPIXABA,PTB,Deputado,RO,Ação penal nº 958/2015 - STF
EDIO LOPES,PMDB,Deputado,RR,Açãoo penal nº 940/2015 - STF
SHÉRIDAN,PSDB,Deputado,RR,Inquérito nº 3975/2015 - STF
AFONSO HAMM,PP,Deputado,RS,Inquérito nº 3989/2015 - STF
ALCEU MOREIRA,PMDB,Deputado,RS,Ação civil pública nº 0091151-06.2003.8.21.0059 - TJ
ALCEU MOREIRA,PMDB,Deputado,RS,Inquérito nº 3076/2011 - STF
ALCEU MOREIRA,PMDB,Deputado,RS,Ação civil pública nº 0012131-24.2007.8.21.0059 - TJ
JERÕNIMO GOERGEN,PP,Deputado,RS,Inquérito nº 3989/2015 - STF
JERÕNIMO GOERGEN,PP,Deputado,RS,Ação civil pública nº 0274160-33.2012.8.21.0001 - TJ
JOSÉ OT́VIO GERMANO,PP,Deputado,RS,Inquérito nº 3989/2015 - STF
JOSÉ OT́VIO GERMANO,PP,Deputado,RS,Inquérito nº 3980/2015 - STF
JOSÉ OT́VIO GERMANO,PP,Deputado,RS,Inquérito nº 3991/2015 - STF
JOSÉ OT́VIO GERMANO,PP,Deputado,RS,Ação civil pública nº 0012796-33.2012.8.21.0037 - TJ
JOSE STEDILE,PSB,Deputado,RS,Ação penal nº 599/2011 - STF
JOSE STEDILE,PSB,Deputado,RS,Inquérito nº 3825/2014 - STF
JOSE STEDILE,PSB,Deputado,RS,Inquérito nº 3825/2014 - STF
JOSE STEDILE,PSB,Deputado,RS,Processos nº 0018201-73.2007.8.21.0086 - TJ
MARCO MAIA,PT,Deputado,RS,Inquérito nº 4385/2017 - STF
MARIA DO ROŚRIO,PT,Deputado,RS,Inquérito nº 4398/2017 - STF
ONYX LORENZONI,DEM,Deputado,RS,Inquérito nº 4400/2017 - STF
PAULO PIMENTA,PT,Deputado,RS,Ação civil pública nº 0061061-43.2005.8.21.0027 - TJ
PAULO PIMENTA,PT,Deputado,RS,Inquérito nº 3499/2012 - STF
RENATO MOLLING,PP,Deputado,RS,Inquérito nº 3989/2015 - STF
RENATO MOLLING,PP,Deputado,RS,Ação civil pública nº 0004641-62.2003.8.21.0132 - TJ
SÉRGIO MORAES,PTB,Deputado,RS,Ação civil pública nº 0035631-87.2008.8.21.0026 - TJ
SÉRGIO MORAES,PTB,Deputado,RS,Ação civil pública nº 0016291-36.2003.8.21.0026 - TJ
CARMEN ZANOTTO,PPS,Deputado,SC,Ação civil pública nº 0042920-51.2008.8.24.0038 - TJ
CARMEN ZANOTTO,PPS,Deputado,SC,Ação civil pública nº 5008048-80.2016.4.04.7200 - TRF4
CELSO MALDANER,PMDB,Deputado,SC,Ação civil pública nº 0002242-50.2006.8.24.0042 - TJ
DÉCIO LIMA,PT,Deputado,SC,Inquérito nº 2851/2009 - STF
DÉCIO LIMA,PT,Deputado,SC,Ação civil pública nº 0024738-83.2003.8.24.0008 - TJ
DÉCIO LIMA,PT,Deputado,SC,Inquérito nº 4.457/2017 - STF
ESPERIDIÃO AMIN,PP,Deputado,SC,Ação civil pública nº 0057644-37.2010.8.24.0023 - TJ
JOÃO RODRIGUES,PSD,Deputado,SC,Ação penal nº 2004.04.01.005062-5 - TRF
JOÃO RODRIGUES,PSD,Deputado,SC,Ação civil pública nº 5002282-74.2015.4.04.7202 - TRF
JOÃO RODRIGUES,PSD,Deputado,SC,Ação civil pública nº 0001417-08.2011.8.24.0018 - TJ
MARCO TEBALDI,PSDB,Deputado,SC,Ação penal nº 556/2011 - STF
MARCO TEBALDI,PSDB,Deputado,SC,Inquérito nº 3753/2013 - STF
MARCO TEBALDI,PSDB,Deputado,SC,Processos nº 500427325.2014.404.7201 - TRF
MARCO TEBALDI,PSDB,Deputado,SC,Ação civil pública nº 5010481-88.2015.4.04.7201 - TRF
MAURO MARIANI,PMDB,Deputado,SC,Ação civil pública nº 0147431-82.2007.8.24.0023 - TJ
PEDRO UCZAI,PT,Deputado,SC,Ação civil pública nº 0008304-52.2004.8.24.0018 - TJ
RONALDO BENEDET,PMDB,Deputado,SC,Ação civil pública nº 5003654-35.2013.4.04.7200 - TRF
RONALDO BENEDET,PMDB,Deputado,SC,Inquérito nº 4214/2016 - STF
ALEX MANENTE,PPS,Deputado,SP,Inquérito nº 4007/2015 - STF
ALEX MANENTE,PPS,Deputado,SP,Ação civil pública nº 0015073-72.2000.8.26.0564 - TJ
ANDRES SANCHEZ,PT,Deputado,SP,Inquérito nº 4276/2016 - STF
ANDRES SANCHEZ,PT,Deputado,SP,Inquérito nº 4032/2015 - STF
ANDRES SANCHEZ,PT,Deputado,SP,Inquérito nº 4069/2015 - STF
ANDRES SANCHEZ,PT,Deputado,SP,Inquérito nº 4069/2015 - STF
ANDRES SANCHEZ,PT,Deputado,SP,Inquérito nº 4070/2015 - STF
ANTONIO BULH̥ES,PRB,Deputado,SP,Ação civil pública nº 0023971-03.2015.4.03.6100 - TRF
ARLINDO CHINAGLIA,PT,Deputado,SP,Inquérito nº 4.461/2017 - STF
ARNALDO FARIA DE Ś,PTB,Deputado,SP,ApelAção nº 9132516-36.1997.8.26.0000 - TJ
BALEIA ROSSI,PMDB,Deputado,SP,Ação popular nº 0066473-32.2005.8.26.0506 - TJ
BETO MANSUR,PRB,Deputado,SP,Processos nº 2004.61.04.003219-5 - TRF
BETO MANSUR,PRB,Deputado,SP,Ação popular nº 0024917-13.2004.8.26.0562 - TJ
BETO MANSUR,PRB,Deputado,SP,Ação civil pública nº 0023970-18.2015.4.03.6100 - TRF
BRUNA FURLAN,PSDB,Deputado,SP,Ação civil pública nº 0012112-74.2012.8.26.0068 - TJ
CARLOS SAMPAIO,PSDB,Deputado,SP,Agravo de instrumento nº 372712.2010.600.0000 - TSE
CELSO RUSSOMANNO,PRB,Deputado,SP,Inquérito nº 4422/2017 - STF
EDINHO ARAUJO,PMDB,Deputado,SP,ApelAção nº 0063900-34.2007.8.26.0576 - TJ
EDUARDO CURY,PSDB,Deputado,SP,Ação civil de improbidade administrativa nº 0036635-15.2011.8.26.0577- - TJ
FAUSTO PINATO,PRB,Deputado,SP,Ação penal nº 908/2015 - STF
GILBERTO NASCIMENTO,PSC,Deputado,SP,ApelAção nº 0004743-88.2011.8.26.0286 - TJ
HERCULANO PASSOS,PSD,Deputado,SP,ApelAção nº 0004743-88.2011.8.26.0286 - TJ
HERCULANO PASSOS,PSD,Deputado,SP,Ação civil pública nº 0010357-74.2011.8.26.0286 - TJ
JEFFERSON CAMPOS,PSD,Deputado,SP,Ação civil de improbidade administrativa nº 0004928-22.2011.4.03.6100 - TRF
JOSÉ MENTOR,PT,Deputado,SP,Inquérito nº 3995/2015 - STF
LUIZA ERUNDINA,PSB,Deputado,SP,Ação popular nº 0707367-61.1989.8.26.0053 - TJ
MARCIO ALVINO,PR,Deputado,SP,Ação civil pública nº 0000591-04.2011.8.26.0219 - TJ
MARCIO ALVINO,PR,Deputado,SP,Inquérito nº 3952/2015 - STF
MIGUEL HADDAD,PSDB,Deputado,SP,Ação popular nº 0025455-11.2003.8.26.0309 - TJ
MILTON MONTI,PR,Deputado,SP,Inquérito nº 4443/2017 - STF
MISSIOŃRIO JOSÉ OL̍MPIO,PP,Deputado,SP,Inquérito nº 3989/2015 - STF
MISSIOŃRIO JOSÉ OL̍MPIO,PP,Deputado,SP,Ação civil pública nº 0424086-16.1997.8.26.0053 - TJ
NELSON MARQUEZELLI,PTB,Deputado,SP,Inquérito nº 4144/2015 - STF
NELSON MARQUEZELLI,PTB,Deputado,SP,Ação civil pública nº 0007484-05.2013.8.26.0457 - TJ
NELSON MARQUEZELLI,PTB,Deputado,SP,Ação civil pública nº 1000767-42.2015.8.26.0601 - TJ
PAULINHO DA FORÇA,SD,Deputado,SP,Ação civil pública nº 0004629-82.2002.4.03.6125 - TRF
PAULO MALUF,PP,Deputado,SP,Ação civil pública nº 0017879-61.2000.8.26.0053 - TJ
PAULO MALUF,PP,Deputado,SP,ApelAção nº 9126093-26.1998.8.26.0000 - TJ
PAULO MALUF,PP,Deputado,SP,Processos nº 0009831-16.2000.8.26.0053 - TJ
PAULO MALUF,PP,Deputado,SP,Ação civil pública nº 0012667-37.1997.4.03.6100 - TRF
ROBERTO ALVES,PRB,Deputado,SP,Inquérito nº 4127/2015 - STF
RODRIGO GARCIA,DEM,Deputado,SP,Inquérito nº 4.420/2017 - STF
VICENTE CÂNDIDO,PT,Deputado,SP,Agravo de instrumento nº 4448/2003 - TSE
VICENTE CÂNDIDO,PT,Deputado,SP,Inquérito nº 4138/2015 - STF
VICENTE CÂNDIDO,PT,Deputado,SP,Inquérito nº 4.448/2017 - STF
VITOR LIPPI,PSDB,Deputado,SP,Ação civil de improbidade administrativa nº 0058174-59.2011.8.26.0602 - TJ
VITOR LIPPI,PSDB,Deputado,SP,Processos nº 1000446-04.2015.8.26.0602 - TJ
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 974/2016 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 973/2016 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 969/2015 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Inquérito nº 3905/2014 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Inquérito nº 3594/2013 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação civil pública nº 0000572-22.2007.8.25.0039 - TJ
CESAR HALUM,PRB,Deputado,TO,Inquérito nº 3611/2013 - STF
CESAR HALUM,PRB,Deputado,TO,Ação civil pública nº 500056770.2006.827.2729 - TJ
IRAJ́ ABREU,PSD,Deputado,TO,Processos nº 0002224-24.2012.4.01.4300 - TRF
JOSI NUNES,PMDB,Deputado,TO,Ação civil pública nº 5000567-70.2006.827.2729 - TJ
LÁZARO BOTELHO,PP,Deputado,TO,Inquérito nº 3989/2015 - STF
